cnpj;nm_fundo;gestor;classif_cvm;classif_anbima;aplicacao_inicial;mov_minima;saldo_perm;cotizacao;liquidacao;tx_adm;tx_performance;dt_inicio;ret_mes_jul_23;ret_2023;ret_12m;ret_24m;ret_36m;ret_cdi_mes_jul_23;ret_cdi_2023;ret_cdi_12m;ret_cdi_24m;ret_cdi_36m;vol_12m;vol_begin;sharpe_12m;sharpe_begin;pl_milhares
44273501000117;Aware Selected Equities FI Mult;Orama Singular Gestao de Recursos Ltda.;Multimercado;Multimercados Livre; R$ -   ; R$ -   ; R$ -   ;D+023;D+025;2,00%;-;11/4/2022;4,33%;12,53%;19,67%;-;-;403,98%;163,97%;144,75%;-;-;16,72%;16,25%;0,41;-0,26;15.382,23 
35002482000101;Axa Wf Fr Dig Econ Adv Fc FIA Ie;Xp Allocation Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 500 ; R$ 100 ; R$ 100 ;D+001;D+006;0,80%;-;23/12/2019;6,12%;31,63%;14,28%;-14,93%;13,85%;570,90%;414,04%;105,11%;-61,45%;50,66%;24,50%;26,83%;0,15;0,20;239.265,03 
35002463000177;Axa Wf Fr Robotech Adv Fc FIA Ie;Xp Allocation Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 500 ; R$ 100 ; R$ 100 ;D+001;D+006;0,80%;-;23/12/2019;1,57%;30,38%;21,50%;-0,66%;32,07%;146,00%;397,60%;158,27%;-2,70%;117,35%;24,63%;27,22%;0,42;0,28;71.873,34 
38648362000166;Axa Wf Framlington D Ec D Adv Fc FIA Ie;Xp Allocation Asset Management Ltda;Ações;Ações Invest. no Exterior; R$ 500 ; R$ 100 ; R$ 100 ;D+001;D+006;0,80%;-;8/12/2020;4,53%;14,32%;-2,42%;-31,61%;-;422,38%;187,47%;-17,84%;-130,11%;-;27,13%;26,52%;-0,40;-0,46;32.643,14 
35142453000137;Axa Wf Us Hyb B U A Fc Mult Cred Priv Ie;Xp Allocation Asset Management Ltda;Multimercado;Multimercados Invest. no Exterior; R$ 500 ; R$ 100 ; R$ 100 ;D+001;D+006;0,60%;-;23/12/2019;1,60%;9,30%;10,58%;10,71%;19,84%;149,06%;121,70%;77,86%;44,10%;72,61%;5,91%;6,60%;-0,42;-0,24;22.509,98 
07279657000189;Az Quest Acoes Fc FIA;Az Quest Investimentos;Ações;Ações Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+001;D+003;2,00%;20 % QUE EXCEDER 100 % DO Ibovespa Fechamento;1/6/2005;4,71%;10,76%;14,00%;-9,91%;-1,02%;439,12%;140,83%;103,03%;-40,79%;-3,73%;19,45%;23,62%;0,12;0,32;286.052,13 
32240069000189;Az Quest Advisory Total Ret Fc FI Mult;Az Quest Investimentos;Multimercado;Multimercados L/S - Direcional; R$ 500 ; R$ 100 ; R$ 100 ;D+027;D+029;2,00%;25.0000% que exceder 100.0000  do CDI;15/1/2019;2,11%;8,47%;18,40%;25,40%;22,24%;196,73%;110,92%;135,41%;104,57%;81,37%;7,76%;5,93%;0,59;-0,26;13.699,80 
34370777000160;Az Quest Altro Adv Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Dinâmico; R$ 500 ; R$ 100 ; R$ 100 ;D+044;D+045;0,80%;-;25/9/2019;1,93%;4,72%;11,28%;23,08%;32,51%;179,84%;61,77%;83,04%;95,01%;118,95%;1,10%;1,16%;-1,86;0,11;233.619,50 
22100009000107;Az Quest Altro Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Dinâmico; R$ 10.000 ; R$ 5.000 ; R$ 5.000 ;D+044;D+045;0,80%;20% que exceder 104% do CDI;15/12/2015;1,93%;4,72%;11,28%;23,08%;32,60%;180,38%;61,73%;83,01%;95,01%;119,30%;1,10%;0,86%;-1,86;0,92;515.934,70 
36499625000197;Az Quest Bayes Long Biased Sist FI Mult;Bayes Capital Management Investimentos L;Multimercado;Multimercados Livre; R$ 500 ; R$ 100 ; R$ 500 ;D+014;D+016;2,00%;-;29/5/2020;2,83%;15,27%;19,24%;18,28%;52,47%;263,64%;199,90%;141,59%;75,23%;192,02%;11,52%;12,06%;0,49;0,77;23.304,04 
37569846000157;Az Quest Bayes Sistematico Acoes FIA;Bayes Capital Management Investimentos L;Ações;Ações Livre; - ; - ; - ;D+014;D+016;2,00%;-;29/7/2020;2,93%;18,99%;21,41%;4,21%;34,03%;272,94%;248,50%;157,60%;17,34%;124,54%;18,98%;18,36%;0,47;0,19;46.729,89 
25213405000139;Az Quest Deb In Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Estrat. Específica; R$ 5.000 ; R$ 2.500 ; R$ 5.000 ;D+029;D+030;1,10%;20% que exceder 100% do IMA-B 5;6/9/2016;2,25%;4,24%;6,36%;17,58%;27,76%;210,29%;55,44%;46,84%;72,38%;101,58%;2,61%;3,33%;-2,44;0,45;115.793,35 
42084646000144;Az Quest Ima-B Ativo Fc FI RF LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 1.000 ; R$ 500 ; R$ 500 ;D+004;D+005;0,65%;20% que exceder 100% do IMA-B;23/9/2021;0,58%;11,51%;14,49%;-;-;54,14%;150,70%;106,65%;-;-;5,30%;5,30%;0,18;-0,47;20.896,14 
31288760000170;Az Quest Ima-B5 Ativo Fc FI RF LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+000;D+001;0,50%;-;3/10/2018;0,89%;7,65%;10,52%;17,99%;21,70%;83,11%;100,08%;77,45%;74,07%;79,40%;2,31%;4,44%;-1,16;0,65;27.578,47 
44162086000124;Az Quest Liquidez FI RF Ref DI;Az Quest Investimentos;Renda Fixa;Renda Fixa Duração Baixa Soberano; - ; - ; - ;D+000;D+000;0,30%;-;1/2/2022;1,04%;7,47%;13,31%;-;-;97,20%;97,72%;97,95%;-;-;0,03%;0,08%;-7,24;-5,99;132.726,78 
10320188000109;Az Quest Low Vol FI Mult;Az Quest Investimentos;Multimercado;Multimercados Dinâmico; R$ 500 ; R$ 300 ; R$ 300 ;D+000;D+001;0,85%;20 % QUE EXCEDER 100 % DO CDI;28/11/2008;0,96%;7,79%;14,21%;28,34%;30,57%;89,48%;101,92%;104,56%;116,64%;111,87%;0,80%;1,38%;0,69;0,70;1.217.801,05 
44835630000151;Az Quest Luce A Fc FI RF Cred Priv LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Baixa Grau de Invest.; R$ 5.000 ; R$ 2.500 ; R$ 5.000 ;D+000;D+001;0,40%;-;12/4/2022;1,40%;6,51%;12,93%;-;-;130,65%;85,23%;95,16%;-;-;0,41%;0,36%;-1,42;-0,71;81.510,45 
34187244000147;Az Quest Luce Adv Fc FI RF Cred Priv LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 500 ; R$ 100 ; R$ 100 ;D+000;D+001;0,40%;-;1/10/2019;1,41%;6,56%;13,00%;25,00%;31,76%;131,56%;85,81%;95,66%;102,89%;116,21%;0,41%;1,29%;-1,27;-0,21;2.122.230,19 
23556185000110;Az Quest Luce Fc FI RF Cred Priv LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 5.000 ; R$ 2.500 ; R$ 5.000 ;D+000;D+001;0,40%;-;11/12/2015;1,41%;6,55%;12,98%;24,97%;31,75%;131,45%;85,75%;95,55%;102,80%;116,18%;0,41%;0,94%;-1,31;0,16;2.144.210,45 
23720500000101;Az Quest Mistral Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Estrat. Específica; R$ 1.000 ; R$ 500 ; R$ 1.000 ;D+000;D+001;0,90%;-;29/2/2016;1,68%;5,45%;11,87%;23,52%;31,68%;156,96%;71,33%;87,39%;96,83%;115,91%;0,73%;0,85%;-2,08;0,19;342.007,90 
29762338000162;Az Quest Mult Dinamico Adv Fc FI Mult;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Macro; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;1,50%;20.0000% que exceder 100.0000  do CDI;30/4/2018;0,84%;9,42%;12,96%;21,16%;28,83%;78,39%;123,34%;95,42%;87,11%;105,50%;3,04%;4,06%;-0,17;0,07;41.371,79 
04455632000109;Az Quest Mult Fc FI Mult;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Macro; R$ 1.000 ; R$ 500 ; R$ 500 ;D+000;D+001;1,50%;20 % QUE EXCEDER 100 % DO CDI;2/7/2001;0,84%;9,41%;13,03%;23,85%;24,90%;78,56%;123,11%;95,87%;98,17%;91,10%;3,01%;4,72%;-0,15;0,30;196.993,73 
26323079000185;Az Quest Mult Max Fc FI Mult;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Macro; R$ 1.000 ; R$ 500 ; R$ 500 ;D+029;D+030;2,00%;20.0000% que exceder 100.0000  do CDI;24/2/2017;0,73%;11,80%;13,56%;25,72%;26,46%;67,80%;154,45%;99,79%;105,89%;96,81%;5,93%;8,65%;0,03;0,37;263.460,01 
41898839000176;Az Quest Mult Pwr Fc FI Mult;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Macro; R$ 1.000 ; R$ 500 ; R$ 500 ;D+030;D+031;2,00%;20% que exceder 100% do CDI;31/8/2021;0,65%;13,90%;13,90%;-;-;61,08%;181,90%;102,28%;-;-;8,66%;8,77%;0,08;0,19;94.746,62 
11392165000172;Az Quest Small Mid Caps Fc FIA;Az Quest Investimentos;Ações;Ações Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+027;D+029;2,00%;20 % QUE EXCEDER 100 % DO Outros;30/12/2009;4,12%;14,11%;14,05%;-13,05%;0,18%;384,34%;184,66%;103,38%;-53,74%;0,64%;18,85%;20,38%;0,12;0,36;867.753,53 
34791108000161;Az Quest Small Mid Caps Inst Fc de FIA;Az Quest Investimentos;Ações;Ações Livre; - ; - ; - ;D+027;D+029;2,00%;-;2/12/2019;3,63%;13,32%;13,26%;-13,09%;0,28%;338,94%;174,33%;97,62%;-53,89%;1,01%;18,29%;28,76%;0,08;-0,11;491.409,53 
36352498000107;Az Quest Supra Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Livre; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+089;D+090;1,20%;20.0000% que exceder 100.0000  do CDI;15/6/2020;2,26%;4,48%;11,76%;22,31%;33,25%;211,14%;58,58%;86,53%;91,84%;121,67%;1,81%;1,39%;-0,89;1,77;209.249,16 
22681798000117;Az Quest Termo FI RF LP;Az Quest Investimentos;Renda Fixa;Renda Fixa Duração Média Grau de Invest.; R$ 500 ; R$ 300 ; R$ 300 ;D+006;D+007;0,40%;10 % QUE EXCEDER 100 % DO CDI;3/8/2015;1,04%;7,50%;13,53%;24,58%;27,77%;96,94%;98,19%;99,57%;101,18%;101,63%;0,07%;0,29%;-0,79;2,80;552.948,52 
13974750000106;Az Quest Top Long Biased Fc FIA;Az Quest Investimentos;Ações;Ações Livre; R$ 5.000 ; R$ 5.000 ; R$ 5.000 ;D+030;D+032;2,00%;20 % QUE EXCEDER 100 % DO Outros;18/10/2011;5,11%;18,29%;14,72%;2,33%;9,63%;477,13%;239,34%;108,37%;9,59%;35,24%;16,50%;21,07%;0,14;0,29;209.178,10 
14812722000155;Az Quest Total Return Fc FI Mult;Az Quest Investimentos;Multimercado;Multimercados L/S - Direcional; R$ 1.000 ; R$ 500 ; R$ 500 ;D+027;D+029;2,00%;-;23/1/2012;2,16%;8,69%;18,61%;25,62%;22,47%;201,82%;113,73%;136,96%;105,45%;82,23%;7,85%;4,93%;0,61;0,37;57.535,82 
19782311000188;Az Quest Valore FI RF Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 5.000 ; R$ 2.500 ; R$ 5.000 ;D+004;D+005;1,00%;-;28/4/2014;1,71%;5,78%;12,05%;23,96%;30,97%;159,59%;75,68%;88,71%;98,61%;113,33%;0,64%;1,08%;-2,13;-0,03;726.337,28 
16599968000116;Az Quest Yield Fc FI RF LP;Az Quest Mzk Investimentos Macro e Credi;Renda Fixa;Renda Fixa Duração Livre Grau de Invest.; R$ 10.000 ; R$ 5.000 ; R$ 10.000 ;D+000;D+001;1,00%;20 % QUE EXCEDER 100 % DO CDI;20/9/2012;1,12%;9,26%;13,33%;19,43%;19,44%;104,17%;121,26%;98,14%;79,98%;71,13%;2,14%;2,33%;-0,09;-0,10;28.058,99 
32783483000134;Azbwm Dahlia Total Return Fc FI Mult;Dahlia Capital Gestao de Recursos;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+030;D+032;1,85%;-;30/10/2019;3,05%;12,21%;12,88%;0,23%;12,28%;284,98%;159,79%;94,81%;0,95%;44,95%;12,82%;14,07%;0,02;0,08;22.610,74 
34780565000150;Azbwm Ka Fc FI Mult;Azimut Brasil Wealth Management;Multimercado;Multimercados Macro; R$ 50.000 ; R$ 5.000 ; R$ 50.000 ;D+029;D+030;0,60%;-;7/10/2019;1,46%;5,79%;10,42%;26,01%;32,46%;136,45%;75,74%;76,71%;107,06%;118,76%;3,91%;5,20%;-0,70;0,25;14.812,39 
24669263000156;Azbwm Quest Levante Fc FI Mult Cred Priv;Az Quest Mzk Investimentos Macro e Credi;Multimercado;Multimercados Estrat. Específica; R$ 5.000 ; R$ 2.500 ; R$ 5.000 ;D+029;D+030;1,10%;20% que exceder 100% do IMA-B 5;6/9/2016;2,26%;4,23%;6,35%;17,60%;27,96%;210,60%;55,36%;46,74%;72,44%;102,31%;2,61%;3,34%;-2,44;0,46;38.475,15 
20469100000179;Azimut Vif Multiestrategia Fc FI Mult;Azimut Brasil Wealth Management;Multimercado;Multimercados Livre; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+060;D+061;0,30%;-;11/8/2015;1,38%;3,86%;6,31%;22,19%;30,59%;128,97%;50,58%;46,46%;91,35%;111,93%;3,82%;4,33%;-1,67;0,15;33.797,52 
08627607000108;B3 Margem Garantia Ref DI FICFI;Banco B3 S.A.;Renda Fixa;Renda Fixa Duração Baixa Soberano; - ; - ; - ;D+000;D+000;0,30%;-;14/2/2007;1,01%;7,34%;13,09%;23,45%;25,47%;94,56%;96,02%;96,33%;96,53%;93,21%;0,04%;0,24%;-10,38;-5,58;71.816,65 
40526783000166;B6 Capi Fc FI Mult Cred Priv;B6 Gestora de Recursos Ltda;Multimercado;Multimercados Livre; R$ 50.000 ; R$ 1.000 ; R$ 10.000 ;D+060;D+062;0,83%;20% do que Superar 100% do CDI;26/3/2021;1,23%;8,77%;15,43%;24,91%;-;114,83%;114,84%;113,56%;102,52%;-;0,21%;1,38%;7,91;0,21;10.711,65 
40054357000177;BB Acoes Agro Fc FI;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,00%;20% que exceder 100% do IBOVESPA;11/2/2021;4,04%;4,60%;7,92%;2,18%;-;376,96%;60,15%;58,31%;8,97%;-;16,59%;16,48%;-0,22;-0,23;356.105,46 
06251554000148;BB Acoes Alocacao Etf FIA;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;0,87%;-;13/7/2004;2,99%;11,26%;17,53%;-6,91%;8,95%;279,34%;147,35%;129,03%;-28,44%;32,76%;21,32%;23,67%;0,28;0,15;119.234,77 
28578897000154;BB Acoes Alocacao Etf Ie FIA;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+006;0,50%;-;31/1/2018;2,03%;-0,85%;-9,33%;-21,40%;-0,93%;189,01%;-11,06%;-68,71%;-88,09%;-3,40%;19,02%;18,76%;-0,99;0,19;82.737,26 
18270783000199;BB Acoes Alocacao FIA;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;-;30/8/2013;3,65%;10,45%;14,66%;-2,73%;15,12%;340,30%;136,79%;107,91%;-11,22%;55,31%;20,09%;23,03%;0,15;0,06;335.529,91 
39272865000142;BB Acoes B Asia Ex-Ja Fc FIA Bdr Etf N I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;0,85%;-;30/11/2020;6,63%;11,01%;9,86%;-6,68%;-;618,84%;144,17%;72,58%;-27,49%;-;18,26%;23,08%;-0,09;-0,39;77.047,36 
39247602000183;BB Acoes B Emergentes Fc FIA Bdr Etf N I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;0,85%;-;30/11/2020;6,13%;13,26%;11,13%;-5,08%;-;571,60%;173,54%;81,93%;-20,90%;-;17,39%;20,21%;-0,04;-0,40;17.916,58 
38236242000151;BB Acoes B Europeias Fc FIA Bdr Etf N I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;0,85%;-;30/11/2020;3,02%;17,18%;20,84%;8,89%;-;281,32%;224,85%;153,37%;36,61%;-;18,90%;18,90%;0,44;0,09;110.722,22 
39255695000198;BB Acoes B Glob Ativo Fc FIA Bdr Etf N I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,00%;10% que exceder 100% do Outros;30/11/2020;2,95%;16,01%;12,74%;6,90%;-;275,51%;209,61%;93,75%;28,38%;-;16,70%;18,05%;0,04;0,08;402.901,82 
09134614000130;BB Acoes BB FI;BB Asset Management;Ações;Fundos de Mono Ação; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,50%;-;19/12/2007;-2,49%;44,72%;47,33%;80,61%;77,98%;-232,63%;585,27%;348,39%;331,81%;285,35%;32,75%;42,06%;1,13;0,20;460.664,36 
17593934000187;BB Acoes BB Seguridade FIA;BB Asset Management;Ações;Fundos de Mono Ação; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,50%;-;3/5/2013;1,02%;-3,39%;15,73%;64,62%;30,88%;94,89%;-44,38%;115,77%;265,99%;113,01%;23,96%;29,26%;0,20;0,23;105.902,48 
36178569000199;BB Acoes Bolsa Americana FIA;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;10% que exceder 100% do S&P 500;5/5/2020;3,28%;20,19%;15,98%;14,96%;54,07%;306,36%;264,25%;117,64%;61,57%;197,85%;17,69%;18,16%;0,21;0,65;1.266.206,47 
09005823000184;BB Acoes Bolsa Brasileira Fc FI;BB Asset Management;Ações;Ações Indexados; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,00%;-;3/10/2007;3,13%;10,72%;17,46%;-1,39%;15,55%;292,25%;140,33%;128,51%;-5,72%;56,90%;20,83%;27,17%;0,27;-0,10;243.786,74 
32163162000137;BB Acoes Brl Equities Pvt Ie Fc;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+006;1,00%;-;21/5/2019;3,19%;11,97%;5,17%;-3,18%;20,82%;297,90%;156,68%;38,06%;-13,07%;76,19%;8,96%;11,67%;-0,79;0,24;78.000,86 
41707832000120;BB Acoes Brl Mirae Asset Asia Ie Pvt Fc;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+007;0,20%;-;26/5/2021;3,68%;3,77%;5,30%;-10,77%;-;343,39%;49,38%;38,97%;-44,33%;-;13,34%;15,03%;-0,49;-1,10;11.923,85 
43617225000102;BB Acoes Brl Princ Glob Prop Sec Ie Fc;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+005;0,85%;-;11/1/2022;3,08%;8,54%;-2,10%;-;-;286,90%;111,82%;-15,48%;-;-;15,82%;16,33%;-0,81;-0,95;17.341,18 
38110528000196;BB Acoes Brl Universal Brands Ie Pvt FI;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+006;0,60%;-;23/2/2021;1,59%;13,87%;15,01%;18,43%;-;147,89%;181,52%;110,51%;75,88%;-;12,95%;11,84%;0,16;0,20;172.139,08 
10869628000181;BB Acoes Cielo FI;BB Asset Management;Ações;Fundos de Mono Ação; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;1,50%;-;30/6/2009;2,64%;-9,59%;10,41%;50,54%;-4,15%;245,87%;-125,53%;76,62%;208,06%;-15,17%;38,16%;39,34%;0,12;-0,02;51.046,32 
09648050000154;BB Acoes Construcao Civil Fc FI;BB Asset Management;Ações;Ações Setoriais; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;-;21/7/2008;5,04%;44,67%;41,42%;2,12%;-11,55%;470,54%;584,61%;304,86%;8,73%;-42,27%;32,70%;33,96%;0,96;-0,04;196.800,57 
08973942000168;BB Acoes Consumo Fc FI;BB Asset Management;Ações;Ações Setoriais; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;-;2/10/2007;2,08%;9,90%;-0,99%;-39,56%;-38,88%;194,41%;129,60%;-7,25%;-162,85%;-142,27%;28,13%;23,96%;-0,33;-0,08;126.847,41 
05100191000187;BB Acoes Dividendos Fc FI;BB Asset Management;Ações;Ações Dividendos; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;2,00%;-;19/7/2002;2,74%;10,22%;14,38%;0,76%;10,32%;255,73%;133,82%;105,88%;3,15%;37,77%;18,97%;21,08%;0,13;0,26;602.472,13 
14213331000114;BB Acoes Dividendos Midcaps Fc FI;BB Asset Management;Ações;Ações Dividendos; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+003;1,00%;-;12/12/2011;0,98%;21,19%;24,57%;8,49%;35,90%;91,59%;277,30%;180,83%;34,94%;131,37%;19,33%;18,90%;0,61;0,10;355.421,55 
18690918000175;BB Acoes Dual Strategy Private Fc FI;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+009;D+011;2,00%;20.0000% que exceder 120.0000  do Ibovespa Fechamento+1:65536;22/10/2013;3,25%;11,79%;20,43%;5,19%;26,89%;302,98%;154,27%;150,41%;21,35%;98,39%;20,86%;24,51%;0,40;0,01;44.286,43 
46134050000162;BB Acoes Eletrobras FI;BB Asset Management;Ações;Fundos de Mono Ação; R$ 0 ; R$ 0 ; R$ 0 ;D+000;D+002;0,20%;-;3/6/2022;-2,71%;-7,59%;-14,91%;-;-;-252,98%;-99,33%;-109,75%;-;-;31,68%;30,50%;-0,67;-0,44;52.915,38 
02020528000158;BB Acoes Energia FI;BB Asset Management;Ações;Ações Setoriais; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;2,00%;-;15/10/1997;-0,79%;11,73%;7,56%;8,88%;8,10%;-73,70%;153,52%;55,65%;36,55%;29,65%;19,06%;25,38%;-0,19;0,10;264.191,95 
30530779000118;BB Acoes Equidade Is Fc FI;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;20.0000% que exceder 100.0000  do Ibovespa Fechamento+1:65536;13/9/2018;3,08%;10,05%;8,86%;-17,19%;-1,34%;287,54%;131,58%;65,24%;-70,76%;-4,90%;19,90%;26,00%;-0,11;0,14;94.037,74 
22632237000128;BB Acoes Esg Gl Is Fc FIA -Bdr Nivel I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+004;1,00%;-;29/12/2015;2,12%;9,42%;3,63%;-5,70%;20,69%;197,40%;123,29%;26,69%;-23,45%;75,72%;21,32%;19,62%;-0,31;0,25;657.045,72 
21470644000113;BB Acoes Esg Is FIA -Bdr Nivel I;BB Asset Management;Ações;Ações Livre; R$ 200 ; R$ 200 ; R$ 200 ;D+001;D+004;0,50%;-;22/1/2015;2,20%;10,06%;4,67%;-3,79%;24,58%;205,43%;131,62%;34,37%;-15,58%;89,93%;21,32%;19,76%;-0,27;0,62;1.303.375,67 
05100213000109;BB Acoes Exportacao Fc FI;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;2,00%;-;23/7/2002;6,00%;7,97%;11,85%;-11,34%;32,66%;560,05%;104,27%;87,20%;-46,68%;119,52%;19,56%;23,66%;0,02;0,17;168.669,83 
28588902000100;BB Acoes Fx Equities Ie Private Fc FI;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+006;1,00%;-;31/1/2018;1,94%;-1,43%;-10,25%;-22,99%;-3,90%;180,83%;-18,75%;-75,46%;-94,63%;-14,29%;19,02%;18,76%;-1,03;0,13;56.581,65 
47372432000197;BB Acoes Fx Guardcap Glob Eq Ie Fc FI;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+008;0,50%;-;5/12/2022;2,92%;-0,99%;-;-;-;272,15%;-12,98%;-;-;-;-;16,33%;-;-0,67;19.134,26 
40903923000178;BB Acoes Fx Nord Glob Clim Env Ie Pvt Fc;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 1.000 ; R$ 1.000 ;D+001;D+005;0,50%;-;12/5/2021;0,76%;-1,33%;-3,38%;-14,20%;-;70,58%;-17,45%;-24,86%;-58,44%;-;21,30%;20,31%;-0,61;-0,59;49.490,26 
41755394000175;BB Acoes Fx Nord Glob Dis Esg Pvt Ie Fc;BB Asset Management;Ações;Ações Invest. no Exterior; R$ 1.000 ; R$ 0 ; R$ 1.000 ;D+001;D+005;0,50%;-;22/9/2021;1,67%;0,95%;-3,61%;-;-;155,46%;12,42%;-26,56%;-;-;21,52%;22,34%;-0,61;-1,18;15.178,85 
40021803000147;BB Acoes Games Fc FIA - Bdr Nivel I;BB Asset Management;Ações;Ações Livre; R$ 0 ; R$ 0 ; R$ 0 ;D+004;D+006;1,00%;20% que exceder 100% do Outros;31/3/2021;6,41%;40,51%;24,47%;0,38%;-;598,42%;530,22%;180,12%;1,56%;-;26,10%;26,13%;0,51;-0,26;10.803,00 
10418335000188;BB Acoes Governanca Is FI;BB Asset Management;Ações;Ações Indexados; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;-;10/6/2009;3,45%;10,18%;15,96%;-4,59%;14,08%;321,45%;133,27%;117,48%;-18,91%;51,53%;21,10%;22,31%;0,21;0,08;815.496,56 
00822059000165;BB Acoes Ibovespa Ativo FICFI;BB Asset Management;Ações;Ações Índice Ativo; R$ 0 ; R$ 0 ; R$ 0 ;D+001;D+003;1,00%;-;2/10/1995;3,47%;10,34%;16,68%;-3,01%;14,09%;323,84%;135,38%;122,74%;-12,41%;51,56%;21,02%;28,52%;0,24;-0,11;158.624,53 
73899759000121;BB Acoes Ibovespa Indexado Fc FI;BB Asset Management;Ações;Ações Indexados; R$ 200 ; R$ 200 ; R$ 200 ;D+000;D+002;1,50%;-;21/12/1993;3,09%;10,39%;16,87%;-2,38%;13,83%;288,19%;136,04%;124,18%;-9,80%;50,61%;20,84%;29,21%;0,25;-0,06;228.588,91 
